Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
Detection and Multi-Class Classification of Intrusion in Software Defined Networks Using Stacked Auto-Encoders and CICIDS2017 Dataset,Wireless Personal Communications,,123.0,1,10.1007/s11277-021-09139-y,Padideh ChoobdarMarjan NaderanMahmood Naderan,2022,http://link.springer.com/article/10.1007/s11277-021-09139-y,Article,
EEOMA: End-to-end oriented management architecture for 6G-enabled drone communications,Peer-to-Peer Networking and Applications,,15.0,2,10.1007/s12083-022-01296-6,Zainab H. AliHesham A. Ali,2022,http://link.springer.com/article/10.1007/s12083-022-01296-6,Article,
Architecture Design and Reliability Evaluation of a Novel Software-Defined Train Control System,Urban Rail Transit,,8.0,1,10.1007/s40864-022-00165-y,Ming ChangNan NanDongxiu OuLei Zhang,2022,http://link.springer.com/article/10.1007/s40864-022-00165-y,Article,
Differential Privacy in Cognitive Radio Networks: A Comprehensive Survey,Cognitive Computation,,14.0,2,10.1007/s12559-021-09969-9,Muneeb Ul HassanMubashir Husain RehmaniMaaz RehanJinjun Chen,2022,http://link.springer.com/article/10.1007/s12559-021-09969-9,Article,
"The multicommodity network flow problem: state of the art classification, applications, and solution methods",Operational Research,,22.0,1,10.1007/s12351-020-00564-8,Khodakaram SalimifardSara Bigharaz,2022,http://link.springer.com/article/10.1007/s12351-020-00564-8,Article,
"Smart Backhauling for 5G Heterogeneous Network with Millimeter Wave Backhaul Links to Perform Switching Off, Interference Management and Backhaul Routing",Wireless Personal Communications,,123.0,1,10.1007/s11277-021-09149-w,L. ManjunathN. Prabakaran,2022,http://link.springer.com/article/10.1007/s11277-021-09149-w,Article,
A User Prioritisation Algorithm for Horizontal Handover in Dense WLANs,International Journal of Wireless Information Networks,,29.0,1,10.1007/s10776-021-00544-5,Omar A. AldhaibaniAlessandro RaschellàGhulam Mohi-Ud-DinMichael Mackay,2022,http://link.springer.com/article/10.1007/s10776-021-00544-5,Article,
"A Review of Artificial Intelligence to Enhance the Security of Big Data Systems: State-of-Art, Methodologies, Applications, and Challenges",Archives of Computational Methods in Engineering,,29.0,2,10.1007/s11831-021-09628-0,Duan DaiSahar Boroomand,2022,http://link.springer.com/article/10.1007/s11831-021-09628-0,Article,
Allocation of channels over optical burst switching (OBS) networks in smart cities using integrated statistical techniques,International Journal of System Assurance Engineering and Management,,13.0,1,10.1007/s13198-021-01435-x,Deepali UjalambkarGirish Chowdhary,2022,http://link.springer.com/article/10.1007/s13198-021-01435-x,Article,
Routing optimization strategy of IoT awareness layer based on improved cat swarm algorithm,Neural Computing and Applications,,34.0,5,10.1007/s00521-020-05590-3,Xiang XiaoMing Zhao,2022,http://link.springer.com/article/10.1007/s00521-020-05590-3,Article,
Deep Learning Enhanced NOMA System: A Survey on Future Scope and Challenges,Wireless Personal Communications,,123.0,1,10.1007/s11277-021-09160-1,Vasuki AndiappanVijayakumar Ponnusamy,2022,http://link.springer.com/article/10.1007/s11277-021-09160-1,Article,
"Big Data Processing and Analysis in Internet of Vehicles: Architecture, Taxonomy, and Open Research Challenges",Archives of Computational Methods in Engineering,,29.0,2,10.1007/s11831-021-09590-x,Ansif AroojMuhammad Shoaib FarooqAftab AkramRazi IqbalAshutosh SharmaGaurav Dhiman,2022,http://link.springer.com/article/10.1007/s11831-021-09590-x,Article,
An Improved Emergency Response Routing Protocol for Internet of Things,Wireless Personal Communications,,123.0,2,10.1007/s11277-021-09187-4,Amirhossein AraghipourSeyedakbar Mostafavi,2022,http://link.springer.com/article/10.1007/s11277-021-09187-4,Article,
Reforming of Fluctuating Biogas Compositions with Non-thermal Plasma for Enhancement of Spark Ignition Engine Performance,Plasma Chemistry and Plasma Processing,,42.0,2,10.1007/s11090-021-10219-x,Mooktzeng LimSureiyn NimelnairAmanda R. Lea-Langton,2022,http://link.springer.com/article/10.1007/s11090-021-10219-x,Article,
"Pre-treatment of Soy Okara Using Multi-enzyme Complex on Sugar Extraction and Its Effect on Chemical Composition, Morphological Structure, and Antioxidant Capacity",Waste and Biomass Valorization,,13.0,3,10.1007/s12649-021-01602-y,Siew Khim LimRosma AhmadMohd Shamzi MohamedArbakariya AriffJoo Shun Tan,2022,http://link.springer.com/article/10.1007/s12649-021-01602-y,Article,
Deep reinforcement learning based multi-layered traffic scheduling scheme in data center networks,Wireless Networks,,,,10.1007/s11276-021-02883-w,Guihua Wu,2022,http://link.springer.com/article/10.1007/s11276-021-02883-w,Article,
Classification of spring strain signals for road classes using Hilbert–Huang transform,Journal of the Brazilian Society of Mechanical Sciences and Engineering,,44.0,3,10.1007/s40430-022-03390-5,Y. S. KongS. AbdullahS. S. K. Singh,2022,http://link.springer.com/article/10.1007/s40430-022-03390-5,Article,
SAND: semi-automated adaptive network defense via programmable rule generation and deployment,Science China Information Sciences,,65.0,7,10.1007/s11432-020-3193-2,Haoyu ChenDeqing ZouHai JinShouhuai XuBin Yuan,2022,http://link.springer.com/article/10.1007/s11432-020-3193-2,Article,
Statistical Analysis Based Intrusion Detection System for Ultra-High-Speed Software Defined Network,International Journal of Parallel Programming,,50.0,1,10.1007/s10766-021-00715-0,Talha NaqashSajjad Hussain ShahMuhammad Najam Ul Islam,2022,http://link.springer.com/article/10.1007/s10766-021-00715-0,Article,
"Architectural Design, Improvement, and Challenges of Distributed Software-Defined Wireless Sensor Networks",Wireless Personal Communications,,122.0,3,10.1007/s11277-021-09000-2,Umar Ali BukarMohamed Othman,2022,http://link.springer.com/article/10.1007/s11277-021-09000-2,Article,
cTMvSDN: improving resource management using combination of Markov-process and TDMA in software-defined networking,The Journal of Supercomputing,,78.0,3,10.1007/s11227-021-03871-9,Amir JavadpourGuojun Wang,2022,http://link.springer.com/article/10.1007/s11227-021-03871-9,Article,
Network Functions Virtualization for Mobile Core and Heterogeneous Cellular Networks,Wireless Personal Communications,,122.0,3,10.1007/s11277-021-09011-z,Kashif Naseer QureshiEjaz AhmadMuhammad AnwarKayhan Zrar GhafoorGwanggil Jeon,2022,http://link.springer.com/article/10.1007/s11277-021-09011-z,Article,
Communication Solutions for Vehicle Ad-hoc Network in Smart Cities Environment: A Comprehensive Survey,Wireless Personal Communications,,122.0,3,10.1007/s11277-021-09030-w,Vu Khanh QuyVi Hoai NamDao Manh LinhNguyen Tien BanNguyen Dinh Han,2022,http://link.springer.com/article/10.1007/s11277-021-09030-w,Article,
Load Balancing in DCN Servers through SDN Machine Learning Algorithm,Arabian Journal for Science and Engineering,,47.0,2,10.1007/s13369-021-05911-1,G. Sulthana BegamM. SangeethaN. R. Shanker,2022,http://link.springer.com/article/10.1007/s13369-021-05911-1,Article,
"Botnet detection using negative selection algorithm, convolution neural network and classification methods",Evolving Systems,,13.0,1,10.1007/s12530-020-09362-1,Soodeh HosseiniAli Emamali NezhadHossein Seilani,2022,http://link.springer.com/article/10.1007/s12530-020-09362-1,Article,
An in-depth and systematic literature review on the blockchain-based approaches for cloud computing,Cluster Computing,,25.0,1,10.1007/s10586-021-03412-2,Jianhu GongNima Jafari Navimipour,2022,http://link.springer.com/article/10.1007/s10586-021-03412-2,Article,
Service aware resource management into cloudlets for data offloading towards IoT,Microsystem Technologies,,28.0,2,10.1007/s00542-019-04450-y,Deepsubhra Guha RoyBipasha MahatoAhona GhoshDebashis De,2022,http://link.springer.com/article/10.1007/s00542-019-04450-y,Article,
Energy efficiency in cloud computing data center: a survey on hardware technologies,Cluster Computing,,25.0,1,10.1007/s10586-021-03431-z,Avita KatalSusheela DahiyaTanupriya Choudhury,2022,http://link.springer.com/article/10.1007/s10586-021-03431-z,Article,
Integration of blockchain and Internet of Things: challenges and solutions,Annals of Telecommunications,,77.0,1 - 2,10.1007/s12243-021-00858-8,S. ZafarK. M. BhattiM. ShabbirF. HashmatA. H. Akbar,2022,http://link.springer.com/article/10.1007/s12243-021-00858-8,Article,
A survey on computation offloading and service placement in fog computing-based IoT,The Journal of Supercomputing,,78.0,2,10.1007/s11227-021-03941-y,Kaouther GasmiSelma DilekSuleyman TosunSuat Ozdemir,2022,http://link.springer.com/article/10.1007/s11227-021-03941-y,Article,
Blockchain-assisted authentication and key agreement scheme for fog-based smart grid,Cluster Computing,,25.0,1,10.1007/s10586-021-03420-2,Ashish TomarSachin Tripathi,2022,http://link.springer.com/article/10.1007/s10586-021-03420-2,Article,
MD2DO: A Channel Selection Method for Device to Device Communication Using the Mobile Edge Computing (MEC) Paradigm,Mobile Networks and Applications,,27.0,1,10.1007/s11036-020-01705-1,Rung-Shiang ChengChung-Ming HuangHsing-Han Chen,2022,http://link.springer.com/article/10.1007/s11036-020-01705-1,Article,
Software architecture for IoT-based health-care systems with cloud/fog service model,Cluster Computing,,25.0,1,10.1007/s10586-021-03375-4,Masoumeh HajvaliSahar AdabiAli RezaeeMehdi Hosseinzadeh,2022,http://link.springer.com/article/10.1007/s10586-021-03375-4,Article,
The analysis of innovative design and evaluation of energy storage system based on Internet of Things,The Journal of Supercomputing,,78.0,2,10.1007/s11227-021-03931-0,Jun Liu,2022,http://link.springer.com/article/10.1007/s11227-021-03931-0,Article,
An Enhanced Load Balancing Approach for Dynamic Resource Allocation in Cloud Environments,Wireless Personal Communications,,122.0,4,10.1007/s11277-021-09110-x,J. PraveenchandarA. Tamilarasi,2022,http://link.springer.com/article/10.1007/s11277-021-09110-x,Article,
Crypto-Preserving Investigation Framework for Deep Learning Based Malware Attack Detection for Network Forensics,Wireless Personal Communications,,122.0,3,10.1007/s11277-021-09026-6,Sonam BhardwajMayank Dave,2022,http://link.springer.com/article/10.1007/s11277-021-09026-6,Article,
"UAV Communications with Machine Learning: Challenges, Applications and Open Issues",Arabian Journal for Science and Engineering,,47.0,2,10.1007/s13369-021-05932-w,Sana Ben AissaAsma Ben Letaifa,2022,http://link.springer.com/article/10.1007/s13369-021-05932-w,Article,
Intelligent route discovery towards rushing attacks in ad hoc wireless networks,Journal of Ambient Intelligence and Humanized Computing,,13.0,2,10.1007/s12652-021-03195-9,Udayakumar AllimuthuK. Mahalakshmi,2022,http://link.springer.com/article/10.1007/s12652-021-03195-9,Article,
A fuzzy approach for optimal placement of IoT applications in fog-cloud computing,Cluster Computing,,25.0,1,10.1007/s10586-021-03406-0,Farhad TavousiSadoon AziziAbdulbaghi Ghaderzadeh,2022,http://link.springer.com/article/10.1007/s10586-021-03406-0,Article,
An overlapping routing approach for sending data from things to the cloud inspired by fog technology in the large-scale IoT ecosystem,Wireless Networks,,28.0,2,10.1007/s11276-021-02881-y,Mohammad Reza AkbariHamid BaratiAli Barati,2022,http://link.springer.com/article/10.1007/s11276-021-02881-y,Article,
An emergency event detection approach in real-time for efficient vehicle safety in Smart City,Multimedia Tools and Applications,,81.0,5,10.1007/s11042-021-11834-8,Nidhi LalShishupal Kumar,2022,http://link.springer.com/article/10.1007/s11042-021-11834-8,Article,
"CNS-AOM: Design, Implementation and Integration of an Architecture for Orchestration and Management of Cloud-Network Slices",Journal of Network and Systems Management,,30.0,2,10.1007/s10922-022-09641-z,André Luiz Beltrami RochaCelso Henrique CesilaPaulo Ditarso Maciel Jr.Sand Luz CorreaJavier Rubio-LoyolaChristian Esteve RothenbergFábio Luciano Verdi,2022,http://link.springer.com/article/10.1007/s10922-022-09641-z,Article,
Hybrid SDN Networks: A Multi-parameter Server Load Balancing Scheme,Journal of Network and Systems Management,,30.0,2,10.1007/s10922-022-09642-y,Teodor MalbašićPetar D. BojovićŽivko BojovićJelena ŠuhDušan Vujošević,2022,http://link.springer.com/article/10.1007/s10922-022-09642-y,Article,
Enhancing the Capabilities of Mobile Backhaul: A User Plane Perspective,Journal of Network and Systems Management,,30.0,2,10.1007/s10922-022-09646-8,Engin ZeydanYekta TurkBaris Berk Zorba,2022,http://link.springer.com/article/10.1007/s10922-022-09646-8,Article,
A Multi-criteria Decision Making Approach for Scaling and Placement of Virtual Network Functions,Journal of Network and Systems Management,,30.0,2,10.1007/s10922-022-09645-9,Engin ZeydanJosep Mangues-BafalluyJorge BarandaRicardo MartínezLuca Vettori,2022,http://link.springer.com/article/10.1007/s10922-022-09645-9,Article,
ALPACA: A PCI Assignment Algorithm Taking Advantage of Weighted ANR,Journal of Network and Systems Management,,30.0,2,10.1007/s10922-022-09644-w,Ensar ZeljkovićDimitris GogosGerwin DoxSteven LatréJohann M. Marquez-Barja,2022,http://link.springer.com/article/10.1007/s10922-022-09644-w,Article,
Online computation offloading for deadline-aware tasks in edge computing,Wireless Networks,,,,10.1007/s11276-021-02864-z,Xin HeJiaqi ZhengQiang HeHaipeng DaiBowen LiuWanchun DouGuihai Chen,2022,http://link.springer.com/article/10.1007/s11276-021-02864-z,Article,
Adaptive event-triggered state estimation for large-scale systems subject to deception attacks,Science China Information Sciences,,65.0,2,10.1007/s11432-020-3142-5,Hanchen XiaoDerui DingHongli DongGuoliang Wei,2022,http://link.springer.com/article/10.1007/s11432-020-3142-5,Article,
A Framework for Dynamic Configuration of TLS Connections Based on Standards,Journal of Network and Systems Management,,30.0,2,10.1007/s10922-021-09640-6,Javier Pastor-GalindoGabriel López-MillánRafael Marín-LópezFernando Pereñíguez-GarcíaÓscar Cánovas,2022,http://link.springer.com/article/10.1007/s10922-021-09640-6,Article,
Efficient deep-reinforcement learning aware resource allocation in SDN-enabled fog paradigm,Automated Software Engineering,,29.0,1,10.1007/s10515-021-00318-6,Abdullah LakhanMazin Abed MohammedOmar Ibrahim ObaidChinmay ChakrabortyKarrar Hameed AbdulkareemSeifedine Kadry,2022,http://link.springer.com/article/10.1007/s10515-021-00318-6,Article,
A decade of research on patterns and architectures for IoT security,Cybersecurity,,5.0,1,10.1186/s42400-021-00104-7,Tanusan RajmohanPhu H. NguyenNicolas Ferry,2022,http://link.springer.com/article/10.1186/s42400-021-00104-7,Article,
Topology management for flying ad hoc networks based on particle swarm optimization and software-defined networking,Wireless Networks,,28.0,1,10.1007/s11276-021-02835-4,Faezeh PasandidehTulio Dapper e SilvaAntonio Arlis Santos da SilvaEdison Pignaton de Freitas,2022,http://link.springer.com/article/10.1007/s11276-021-02835-4,Article,
Performance Evaluation Using RYU SDN Controller in Software-Defined Networking Environment,Wireless Personal Communications,,122.0,1,10.1007/s11277-021-08920-3,Shanu BhardwajS. N. Panda,2022,http://link.springer.com/article/10.1007/s11277-021-08920-3,Article,
Intelligent and resizable control plane for software defined vehicular network: a deep reinforcement learning approach,Telecommunication Systems,,79.0,1,10.1007/s11235-021-00838-2,Karima SmidaHajer TounsiMounir Frikha,2022,http://link.springer.com/article/10.1007/s11235-021-00838-2,Article,
The reliable routing for software-defined vehicular networks towards beyond 5G,Peer-to-Peer Networking and Applications,,15.0,1,10.1007/s12083-021-01231-1,Yaoguang LuXingwei WangBo YiMin Huang,2022,http://link.springer.com/article/10.1007/s12083-021-01231-1,Article,
Intra and inter-flow link aggregation in SDN,Telecommunication Systems,,79.0,1,10.1007/s11235-021-00841-7,Ronaldo R. R. JuniorMarcos A. M. VieiraLuiz F. M. VieiraAntonio A. F. Loureiro,2022,http://link.springer.com/article/10.1007/s11235-021-00841-7,Article,
"Intelligent radio access networks: architectures, key techniques, and experimental platforms",Frontiers of Information Technology & Electronic Engineering,,23.0,1,10.1631/FITEE.2100305,Zeyu Wang 王则予Yaohua Sun 孙耀华Shuo Yuan 袁硕,2022,http://link.springer.com/article/10.1631/FITEE.2100305,Article,
Towards effective offloading mechanisms in fog computing,Multimedia Tools and Applications,,81.0,2,10.1007/s11042-021-11423-9,Maryam Sheikh SoflaMostafa Haghi KashaniEbrahim MahdipourReza Faghih Mirzaee,2022,http://link.springer.com/article/10.1007/s11042-021-11423-9,Article,
Cognitive linear discriminant regression computing technique for HTTP video services in SDN networks,Soft Computing,,26.0,2,10.1007/s00500-021-06531-5,B. D. ParameshachariSasikumar GurumoorthyJaroslav FrndaS. Christalin NelsonKavitha Rani Balmuri,2022,http://link.springer.com/article/10.1007/s00500-021-06531-5,Article,
An intelligent traffic prediction framework for 5G network using SDN and fusion learning,Peer-to-Peer Networking and Applications,,15.0,1,10.1007/s12083-021-01280-6,K. Tamil SelviR. Thamilselvan,2022,http://link.springer.com/article/10.1007/s12083-021-01280-6,Article,
Efficient topology control of blockchain peer to peer network based on SDN paradigm,Peer-to-Peer Networking and Applications,,15.0,1,10.1007/s12083-021-01248-6,Varun DeshpandeHakim BadisLaurent George,2022,http://link.springer.com/article/10.1007/s12083-021-01248-6,Article,
Application-aware QoS routing in SDNs using machine learning techniques,Peer-to-Peer Networking and Applications,,15.0,1,10.1007/s12083-021-01262-8,Weichang ZhengMingcong YangChenxiao ZhangYu ZhengYunyi WuYongbing ZhangJie Li,2022,http://link.springer.com/article/10.1007/s12083-021-01262-8,Article,
CEOF: Enhanced Clustering-based Entries Optimization scheme to prevent Flow table overflow,Wireless Networks,,28.0,1,10.1007/s11276-021-02823-8,N. PriyankaT. R. ReshmiK. Murugan,2022,http://link.springer.com/article/10.1007/s11276-021-02823-8,Article,
An optimal load balancing strategy for P2P network using chicken swarm optimization,Peer-to-Peer Networking and Applications,,15.0,1,10.1007/s12083-021-01259-3,Dharmendra KumarMayank Pandey,2022,http://link.springer.com/article/10.1007/s12083-021-01259-3,Article,
Plane-separated routing in ad-hoc networks,Wireless Networks,,28.0,1,10.1007/s11276-021-02824-7,Doğanalp ErgençErtan Onur,2022,http://link.springer.com/article/10.1007/s11276-021-02824-7,Article,
iBuilding: artificial intelligence in intelligent buildings,Neural Computing and Applications,,34.0,2,10.1007/s00521-021-05967-y,Will Serrano,2022,http://link.springer.com/article/10.1007/s00521-021-05967-y,Article,
Routing and content delivery for in-network caching enabled IP network,Multimedia Tools and Applications,,81.0,1,10.1007/s11042-021-11359-0,Songzhu ZhangXingwei WangJianhui LvMin Huang,2022,http://link.springer.com/article/10.1007/s11042-021-11359-0,Article,
Binary-PSO-based energy-efficient small cell deployment in 5G ultra-dense network,The Journal of Supercomputing,,78.0,1,10.1007/s11227-021-03910-5,Kuna VenkateswararaoPravati Swain,2022,http://link.springer.com/article/10.1007/s11227-021-03910-5,Article,
Cross layered cryptography based secure routing for IoT-enabled smart healthcare system,Wireless Networks,,28.0,1,10.1007/s11276-021-02850-5,Ashwini KoreShailaja Patil,2022,http://link.springer.com/article/10.1007/s11276-021-02850-5,Article,
Forty Five Years of the Arabian Journal for Science and Engineering (AJSE): A Bibliometric Analysis,Arabian Journal for Science and Engineering,,47.0,1,10.1007/s13369-021-06358-0,Md. Safiqur RahamanKhadeeja M. N. Ansari,2022,http://link.springer.com/article/10.1007/s13369-021-06358-0,Article,
Self-adaptive architectures in IoT systems: a systematic literature review,Journal of Internet Services and Applications,,12.0,1,10.1186/s13174-021-00145-8,Iván AlfonsoKelly GarcésHarold CastroJordi Cabot,2021,http://link.springer.com/article/10.1186/s13174-021-00145-8,Article,
A Survey on Auction based Approaches for Resource Allocation and Pricing in Emerging Edge Technologies,Journal of Grid Computing,,20.0,1,10.1007/s10723-021-09593-9,Dinesh KumarGaurav BaranwalDeo Prakash Vidyarthi,2021,http://link.springer.com/article/10.1007/s10723-021-09593-9,Article,
Wireless/wired integrated transmission for industrial cyber-physical systems: risk-sensitive co-design of 5G and TSN protocols,Science China Information Sciences,,65.0,1,10.1007/s11432-020-3344-8,Yajing ZhangQimin XuXinping GuanCailian ChenMingyan Li,2021,http://link.springer.com/article/10.1007/s11432-020-3344-8,Article,
"Beyond private 5G networks: applications, architectures, operator models and technological enablers",EURASIP Journal on Wireless Communications and Networking,,2021.0,1,10.1186/s13638-021-02067-2,Mickael MamanEmilio Calvanese-StrinatiLam Ngoc DinhThomas HausteinWilhelm KeusgenSven WittigMathis SchmiederSergio BarbarossaMattia MerluzziFrancesca CostanzoStefania SardellittiHenrik KlessigSavita Vitthalrao KendreDaniele MunarettoMarco CentenaroNicola di Pietro,2021,http://link.springer.com/article/10.1186/s13638-021-02067-2,Article,
Taxonomy of controller placement problem (CPP) optimization in Software Defined Network (SDN): a survey,Journal of Ambient Intelligence and Humanized Computing,,12.0,12,10.1007/s12652-020-02754-w,Alireza ShirmarzAli Ghaffari,2021,http://link.springer.com/article/10.1007/s12652-020-02754-w,Article,
"Edge computing in SDN-IoT networks: a systematic review of issues, challenges and solutions",Cluster Computing,,24.0,4,10.1007/s10586-021-03311-6,Seyedeh Shabnam JazaeriSam JabbehdariParvaneh AsghariHamid Haj Seyyed Javadi,2021,http://link.springer.com/article/10.1007/s10586-021-03311-6,Article,
A Distributed Energy aware Controller Placement Model for Software-Defined Data Centre Network,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,45.0,4,10.1007/s40998-021-00425-w,B. BalakiruthigaP. Deepalakshmi,2021,http://link.springer.com/article/10.1007/s40998-021-00425-w,Article,
SEMTE: scalable and extended modular traffic engineering in software-defined data center networks,Photonic Network Communications,,42.0,3,10.1007/s11107-021-00950-y,Mohammad Reza MajmaEmad Soltani Nejad,2021,http://link.springer.com/article/10.1007/s11107-021-00950-y,Article,
An Enhanced Framework for Traffic Load Balancing and QoS Provisioning in SDN,Wireless Personal Communications,,121.0,4,10.1007/s11277-021-08886-2,C. BharanidharanS. Indira GandhiR. D. Devapriya,2021,http://link.springer.com/article/10.1007/s11277-021-08886-2,Article,
A novel flow routing algorithm based on non-dominated ranking and crowd distance sorting to improve the performance in SDN,Photonic Network Communications,,42.0,3,10.1007/s11107-021-00951-x,Alireza ShirmarzAli Ghaffari,2021,http://link.springer.com/article/10.1007/s11107-021-00951-x,Article,
Mobility-aware computational offloading in mobile edge networks: a survey,Cluster Computing,,24.0,4,10.1007/s10586-021-03268-6,Sardar Khaliq uz ZamanAli Imran JehangiriTahir MaqsoodZulfiqar AhmadArif Iqbal UmarJunaid ShujaEisa AlanaziWaleed Alasmary,2021,http://link.springer.com/article/10.1007/s10586-021-03268-6,Article,
"Blockchain for decentralization of internet: prospects, trends, and challenges",Cluster Computing,,24.0,4,10.1007/s10586-021-03301-8,Javad ZarrinHao Wen PhangLakshmi Babu SaheerBahram Zarrin,2021,http://link.springer.com/article/10.1007/s10586-021-03301-8,Article,
Candidate architectures for emerging IoV: a survey and comparative study,Design Automation for Embedded Systems,,25.0,4,10.1007/s10617-021-09249-7,Yamina HichriSoumaya DahiHabib Fathallah,2021,http://link.springer.com/article/10.1007/s10617-021-09249-7,Article,
Denial of ARP spoofing in SDN and NFV enabled cloud-fog-edge platforms,Cluster Computing,,24.0,4,10.1007/s10586-021-03328-x,Anil Kumar RangisettiRishabh DwivediPrabhdeep Singh,2021,http://link.springer.com/article/10.1007/s10586-021-03328-x,Article,
A novel mechanism to handle address spoofing attacks in SDN based IoT,Cluster Computing,,24.0,4,10.1007/s10586-021-03309-0,Hamza AldabbasRashid Amin,2021,http://link.springer.com/article/10.1007/s10586-021-03309-0,Article,
Fog computing and Internet of Things in one building block: a survey and an overview of interacting technologies,Cluster Computing,,24.0,4,10.1007/s10586-021-03286-4,Ghofrane Fersi,2021,http://link.springer.com/article/10.1007/s10586-021-03286-4,Article,
Detecting Network Attacks on Software Configured Networks Using the Isolating Forest Algorithm,Automatic Control and Computer Sciences,,55.0,8,10.3103/S0146411621080307,M. D. StepanovE. Yu. PavlenkoD. S. Lavrova,2021,http://link.springer.com/article/10.3103/S0146411621080307,Article,
Availability analysis of a distributed system with homogeneity in client and server under four different maintenance options,Life Cycle Reliability and Safety Engineering,,10.0,4,10.1007/s41872-021-00177-w,Ibrahim YusufAhmad Ashir Auta,2021,http://link.springer.com/article/10.1007/s41872-021-00177-w,Article,
"Smart home security: challenges, issues and solutions at different IoT layers",The Journal of Supercomputing,,77.0,12,10.1007/s11227-021-03825-1,Haseeb TouqeerShakir ZamanRashid AminMudassar HussainFadi Al-TurjmanMuhammad Bilal,2021,http://link.springer.com/article/10.1007/s11227-021-03825-1,Article,
Migration of CMSWEB cluster at CERN to Kubernetes: a comprehensive study,Cluster Computing,,24.0,4,10.1007/s10586-021-03325-0,Muhammad ImranValentin KuznetsovKatarzyna Maria Dziedziniewicz-WojcikAndreas PfeifferPanos PaparrigopoulosSpyridon TrigazisTommaso TedeschiDiego Ciangottini,2021,http://link.springer.com/article/10.1007/s10586-021-03325-0,Article,
SLA-based service provisioning approach in vehicular cloud network,Cluster Computing,,24.0,4,10.1007/s10586-021-03357-6,Farhoud Jafari KaleibarMaghsoud Abbaspour,2021,http://link.springer.com/article/10.1007/s10586-021-03357-6,Article,
QoTa-MPR: QoS-oriented and traffic-aware multi-path routing protocol for internet of remote things,Telecommunication Systems,,78.0,4,10.1007/s11235-021-00828-4,Zhongyu MaYanxing LiuQun GuoXiaochao DangZhanjun HaoRan Tian,2021,http://link.springer.com/article/10.1007/s11235-021-00828-4,Article,
Nash Equilibrium Seeking in Quadratic Noncooperative Games Under Two Delayed Information-Sharing Schemes,Journal of Optimization Theory and Applications,,191.0,2 - 3,10.1007/s10957-020-01757-z,Tiago Roux OliveiraVictor Hugo Pereira RodriguesMiroslav KrstićTamer Başar,2021,http://link.springer.com/article/10.1007/s10957-020-01757-z,Article,
A novel context-aware RPL algorithm based on a triangle module operator,Frontiers of Information Technology & Electronic Engineering,,22.0,12,10.1631/FITEE.2000658,Yanan Cao 曹亚楠Hao Yuan 原豪,2021,http://link.springer.com/article/10.1631/FITEE.2000658,Article,
Multicast tree construction algorithm for dynamic traffic on software defined networks,Scientific Reports,,11.0,1,10.1038/s41598-021-02292-1,Gururaj BijurM. RamakrishnaKarunakar A. Kotegar,2021,http://link.springer.com/article/10.1038/s41598-021-02292-1,Article,
Fully Integrated Software-Defined Networking (SDN) Testbed Using Open-Source Platforms,SN Computer Science,,3.0,1,10.1007/s42979-021-00973-2,Damitha Bandara RathnamalalaHiriyamulla Withanage Pubudu MilanKarunanayaka Liyanage Inosha DilshaniEranda Harshanath Jayatunga,2021,http://link.springer.com/article/10.1007/s42979-021-00973-2,Article,
Enhancing the quality of communication of cellular networks using big data applications,Journal of Big Data,,8.0,1,10.1186/s40537-021-00533-8,Mozamel Musa SaeedMohammed Alsharidah,2021,http://link.springer.com/article/10.1186/s40537-021-00533-8,Article,
Cloud-Network Slicing MANO Towards an Efficient IoT-Cloud Continuum,Journal of Grid Computing,,19.0,4,10.1007/s10723-021-09588-6,Douglas B. MacielEmidio P. NetoKevin B. CostaMathews P. LimaVitor G. LopesAugusto V. NetoFelipe S. Dantas SilvaSilvio C. Sampaio,2021,http://link.springer.com/article/10.1007/s10723-021-09588-6,Article,
An optimized mobile similarity and link transmission quality routing protocol for urban VANETs,Wireless Networks,,,,10.1007/s11276-021-02790-0,Tong LiuYuchen LiMeng WangShuo ShiXuemai Gu,2021,http://link.springer.com/article/10.1007/s11276-021-02790-0,Article,
How does DICOM support big data management? Investigating its use in medical imaging community,Insights into Imaging,,12.0,1,10.1186/s13244-021-01081-8,Marco AielloGiuseppina EspositoGiulio PagliariPasquale BorrelliValentina BrancatoMarco Salvatore,2021,http://link.springer.com/article/10.1186/s13244-021-01081-8,Article,
Collaborative Multi-domain Routing in SDN Environments,Journal of Network and Systems Management,,30.0,1,10.1007/s10922-021-09638-0,Tarik MoufakirMohamed Faten ZhaniAbdelouahed GherbiOuns Bouachir,2021,http://link.springer.com/article/10.1007/s10922-021-09638-0,Article,
Machine-Learning-Enabled DDoS Attacks Detection in P4 Programmable Networks,Journal of Network and Systems Management,,30.0,1,10.1007/s10922-021-09633-5,Francesco MusumeciAli Can FidanciFrancesco PaolucciFilippo CuginiMassimo Tornatore,2021,http://link.springer.com/article/10.1007/s10922-021-09633-5,Article,
Congestion avoidance in wireless sensor network using software defined network,Computing,,103.0,11,10.1007/s00607-021-01010-z,Ahmed Nawaz KhanMuhammad Adnan TariqMuhammad AsimZakaria MaamarThar Baker,2021,http://link.springer.com/article/10.1007/s00607-021-01010-z,Article,
